Date,Open,High,Low,Close,Adj Close,Volume
2019-09-23,218.899994,218.899994,212.307999,216.500000,213.031799,10499297
2019-09-24,217.300003,217.399994,212.500000,213.000000,209.587860,7256872
2019-09-25,217.399994,220.300003,213.500000,216.500000,213.031799,10013146
2019-09-26,216.800003,222.800003,215.399994,220.600006,217.066132,10231207
2019-09-27,219.800003,222.699997,219.300003,222.500000,218.935684,7313189
2019-09-30,221.899994,223.100006,219.800003,219.800003,216.278931,8435730
2019-10-01,220.500000,223.229004,219.600006,220.199997,216.672531,5265785
2019-10-02,218.100006,220.199997,213.899994,214.399994,210.965439,6965952
2019-10-03,214.000000,214.000000,205.699997,208.300003,204.963165,8314259
2019-10-04,208.000000,210.100006,206.600006,210.100006,206.734329,4961402
2019-10-07,209.000000,211.742004,208.300003,210.800003,207.423111,16910209
2019-10-08,212.000000,212.000000,205.000000,206.800003,203.487198,6466120
2019-10-09,206.100006,208.000000,202.300003,202.300003,199.059280,4783160
2019-10-10,202.399994,205.600006,201.800003,205.600006,202.306412,4962611
2019-10-11,203.899994,222.000000,203.899994,214.600006,211.162247,12033078
2019-10-14,213.600006,222.000000,205.348999,213.800003,210.375061,6765941
2019-10-15,216.399994,218.500000,211.399994,216.399994,212.933395,6132433
2019-10-16,215.199997,216.199997,209.399994,214.899994,211.457428,7566868
2019-10-17,215.699997,219.699997,213.000000,218.800003,215.294952,8669290
2019-10-18,218.800003,220.100006,215.100006,216.199997,212.736603,9537735
2019-10-21,215.500000,218.600006,215.199005,215.399994,211.949417,5238453
2019-10-22,216.500000,216.800003,211.598999,211.699997,208.308685,6619980
2019-10-23,211.399994,215.899994,210.600006,214.000000,210.571854,5738572
2019-10-24,213.800003,218.399994,213.800003,216.600006,213.130203,7217255
2019-10-25,214.699997,216.899994,211.100006,212.300003,208.899078,4295152
2019-10-28,213.300003,216.899994,210.565002,212.699997,209.292664,4499374
2019-10-29,212.899994,213.699997,207.500000,210.800003,207.423111,6449759
2019-10-30,209.100006,210.751007,203.100006,205.699997,202.404800,8049850
2019-10-31,206.500000,206.500000,203.000000,203.500000,200.240051,6573124
2019-11-01,204.899994,205.800003,203.300003,204.600006,201.322433,6142334
2019-11-04,204.199997,207.600006,203.500000,206.699997,203.388779,5148738
2019-11-05,206.800003,208.000000,204.500000,205.699997,202.404800,5775978
