Date,Open,High,Low,Close,Adj Close,Volume
2019-05-07,219.300003,222.000000,213.199997,213.899994,202.250198,16119562
2019-05-08,212.000000,212.399994,208.100006,209.000000,197.617081,20565096
2019-05-09,209.600006,212.399994,208.500000,210.600006,199.129929,12577487
2019-05-10,210.699997,212.699997,209.600006,211.699997,200.170013,6791110
2019-05-13,211.800003,213.000000,203.100006,205.500000,194.307693,12804952
2019-05-14,206.699997,209.600006,206.199997,206.899994,195.631454,6680958
2019-05-15,208.300003,209.000000,206.300003,207.100006,195.820572,9282571
2019-05-16,206.100006,207.500000,203.399994,203.800003,192.700287,10455052
2019-05-17,203.100006,205.100006,199.300003,201.199997,190.241898,8978291
2019-05-20,200.800003,203.100006,197.800003,197.800003,187.027069,10838682
2019-05-21,198.899994,208.300003,198.550003,207.100006,195.820572,15000563
2019-05-22,206.699997,207.300003,198.449997,199.350006,188.492661,11886228
2019-05-23,197.300003,198.600006,193.199997,195.050003,184.426834,14672733
2019-05-24,196.149994,197.850006,194.199997,195.300003,184.663239,8472288
2019-05-28,196.000000,199.149994,195.350006,198.750000,187.925323,10976254
2019-05-29,196.500000,199.750000,196.500000,198.399994,187.594376,12220463
2019-05-30,199.550003,200.000000,197.600006,199.600006,188.729034,5295134
2019-05-31,198.250000,200.600006,197.399994,200.100006,189.201797,13436626
2019-06-03,199.649994,201.300003,198.050003,200.000000,189.107239,7781914
2019-06-04,198.850006,205.800003,195.250000,202.500000,191.471085,12290902
2019-06-05,202.699997,204.100006,201.199997,202.199997,191.187424,21363307
2019-06-06,195.649994,196.149994,193.550003,194.550003,191.433426,9645083
2019-06-07,194.600006,199.250000,193.800003,197.399994,194.237762,9720452
2019-06-10,198.050003,199.149994,197.550003,198.850006,195.664551,8581606
2019-06-11,198.699997,199.449997,197.000000,198.000000,194.828156,7094331
2019-06-12,197.649994,198.649994,194.250000,195.899994,192.761795,11181708
2019-06-13,192.699997,197.000000,192.699997,195.899994,192.761795,15818066
2019-06-14,195.100006,196.350006,193.250000,193.899994,190.793839,12819161
2019-06-17,193.550003,195.699997,193.000000,193.750000,190.646240,6936236
2019-06-18,194.550003,198.899994,192.750000,198.600006,195.418549,16124209
2019-06-19,198.000000,199.199997,193.750000,196.100006,192.958603,10472085
2019-06-20,196.800003,197.600006,192.399994,196.250000,193.106186,24073552
2019-06-21,195.600006,197.899994,194.550003,195.850006,192.712601,16807527
2019-06-24,195.600006,196.050003,186.000000,188.000000,184.988358,15671186
2019-06-25,187.000000,192.149994,185.300003,187.899994,184.889954,17225571
2019-06-26,187.550003,189.500000,187.199997,189.399994,186.365921,11882878
2019-06-27,189.100006,193.300003,189.100006,191.399994,188.333878,12581945
2019-06-28,192.300003,197.350006,191.949997,195.949997,192.810989,12110745
2019-07-01,196.050003,198.000000,194.100006,197.399994,194.237762,7349752
2019-07-02,198.300003,200.300003,195.500000,199.500000,196.304123,10102894
2019-07-03,196.949997,204.300003,194.000000,198.449997,195.270950,24590850
2019-07-04,199.050003,202.699997,198.500000,200.500000,197.288116,6571470
2019-07-05,200.399994,207.600006,199.949997,205.300003,202.011215,8944028
2019-07-08,205.399994,208.199997,202.300003,202.899994,199.649658,21753024
2019-07-09,202.000000,202.500000,200.100006,201.000000,197.780106,7026082
2019-07-10,201.000000,203.399994,200.600006,201.399994,198.173691,5094624
2019-07-11,201.699997,202.800003,199.250000,199.949997,196.746918,7065342
2019-07-12,199.949997,202.100006,199.250000,199.600006,196.402527,10795412
2019-07-15,199.800003,201.699997,199.699997,200.399994,197.189713,7380215
2019-07-16,200.399994,203.100006,200.300003,201.100006,197.878510,8922711
2019-07-17,200.300003,201.699997,197.149994,199.800003,196.599319,5982776
2019-07-18,199.050003,201.699997,198.149994,201.199997,197.976898,8157120
2019-07-19,201.199997,206.199997,200.500000,205.899994,202.601593,11784000
2019-07-22,209.100006,210.899994,206.100006,206.899994,203.585587,12845902
2019-07-23,206.100006,207.500000,202.000000,203.300003,200.043259,7724345
2019-07-24,202.800003,204.100006,200.800003,203.199997,199.944855,7355345
2019-07-25,204.000000,204.300003,199.800003,201.100006,197.878510,5917368
2019-07-26,201.100006,201.699997,198.750000,198.800003,195.615341,7652046
2019-07-29,199.000000,202.300003,197.800003,200.800003,197.583313,6831110
2019-07-30,201.199997,201.899994,198.050003,198.350006,195.172562,8149390
2019-07-31,198.000000,199.550003,195.800003,196.649994,193.499771,8472454
2019-08-01,195.699997,200.300003,193.899994,195.699997,192.565002,9304128
2019-08-02,193.199997,196.500000,192.100006,195.350006,192.220612,8053205
2019-08-05,192.850006,193.350006,189.100006,189.500000,186.464325,11897871
2019-08-06,188.750000,190.899994,186.923996,188.300003,185.283554,19280693
2019-08-07,188.350006,190.250000,186.699997,190.250000,187.202301,6767316
2019-08-08,190.449997,193.000000,188.850006,191.800003,188.727478,4663795
2019-08-09,191.350006,192.500000,190.449997,191.300003,188.235489,5373657
2019-08-12,192.000000,193.699997,189.500000,189.500000,186.464325,4159804
2019-08-13,188.949997,190.000000,186.899994,187.800003,184.791565,6161430
2019-08-14,188.149994,188.649994,184.669998,185.449997,182.479202,13504538
2019-08-15,185.050003,187.000000,177.050003,177.100006,174.262970,10364272
2019-08-16,178.000000,182.500000,177.100006,182.500000,179.576462,9927685
2019-08-19,182.899994,191.600006,181.421997,188.350006,185.332748,9627718
2019-08-20,187.949997,195.500000,185.559998,193.899994,190.793839,13631026
2019-08-21,192.449997,197.000000,191.399994,195.800003,192.663406,14424008
2019-08-22,195.050003,199.699997,194.899994,199.699997,196.500916,8736741
2019-08-23,198.600006,199.800003,196.800003,196.800003,193.647385,8948217
2019-08-27,196.350006,196.649994,191.123001,196.250000,193.106186,12091073
2019-08-28,196.250000,200.199997,195.949997,197.250000,194.090179,15737793
2019-08-29,196.550003,200.000000,195.460999,200.000000,196.796112,4850309
2019-08-30,197.949997,200.199997,195.800003,196.100006,192.958603,6438625
2019-09-02,196.100006,199.899994,196.000000,196.699997,193.548981,4693788
2019-09-03,198.600006,198.600006,194.199997,197.550003,194.385376,5085031
2019-09-04,197.750000,201.899994,197.600006,199.949997,196.746918,6227594
2019-09-05,201.600006,202.725998,200.000000,200.800003,197.583313,5305510
2019-09-06,200.800003,203.000000,200.100006,201.600006,198.370499,16156564
2019-09-09,202.600006,203.500000,199.850006,200.800003,197.583313,4601826
2019-09-10,200.500000,208.100006,200.300003,207.800003,204.471176,26853973
2019-09-11,207.699997,214.699997,207.699997,213.000000,209.587860,8845696
2019-09-12,215.000000,216.300003,212.699997,215.399994,211.949417,10738100
2019-09-13,215.000000,222.399994,214.300003,221.399994,217.853302,10396467
2019-09-16,220.000000,222.800003,218.500000,220.100006,216.574142,6777869
2019-09-17,222.500000,224.500000,213.500000,215.300003,211.851028,9956143
2019-09-18,213.899994,218.800003,213.199997,214.199997,210.768646,8478622
2019-09-19,215.100006,216.000000,212.800003,214.899994,211.457428,4460823
2019-09-20,215.000000,220.100006,215.000000,215.899994,212.441406,11288838
2019-09-23,218.899994,218.899994,212.307999,216.500000,213.031799,10499297
2019-09-24,217.300003,217.399994,212.500000,213.000000,209.587860,7256872
2019-09-25,217.399994,220.300003,213.500000,216.500000,213.031799,10013146
2019-09-26,216.800003,222.800003,215.399994,220.600006,217.066132,10231207
2019-09-27,219.800003,222.699997,219.300003,222.500000,218.935684,7313189
2019-09-30,221.899994,223.100006,219.800003,219.800003,216.278931,8435730
2019-10-01,220.500000,223.229004,219.600006,220.199997,216.672531,5265785
2019-10-02,218.100006,220.199997,213.899994,214.399994,210.965439,6965952
