Date,Open,High,Low,Close,Adj Close,Volume
2019-02-21,233.000000,236.000000,230.500000,233.399994,220.688156,23231651
2019-02-22,233.199997,236.500000,231.500000,233.600006,220.877274,12650120
2019-02-25,233.000000,236.399994,232.600006,235.199997,222.390121,11243931
2019-02-26,230.100006,235.000000,230.100006,233.800003,221.066376,13511526
2019-02-27,234.199997,234.199997,228.800003,231.000000,218.418869,12108966
2019-02-28,231.600006,232.699997,227.100006,229.000000,216.527802,12885387
2019-03-01,229.399994,232.800003,228.500000,231.800003,219.175293,11911267
2019-03-04,231.300003,235.300003,231.100006,233.699997,220.971817,9132450
2019-03-05,233.899994,234.100006,230.600006,231.000000,218.418869,13708808
2019-03-06,229.000000,234.000000,229.000000,232.000000,219.364395,13023201
2019-03-07,231.899994,232.100006,227.300003,227.300003,214.920395,9530800
2019-03-08,225.100006,226.399994,223.199997,223.800003,211.611008,19495555
2019-03-11,226.600006,229.300003,223.699997,223.699997,211.516449,6809180
2019-03-12,227.699997,227.699997,223.300003,225.899994,213.596619,7370481
2019-03-13,225.100006,227.199997,223.600006,227.000000,214.636734,12244722
2019-03-14,225.699997,229.699997,225.399994,227.100006,214.731293,6531175
2019-03-15,228.500000,231.000000,221.899994,223.800003,211.611008,34982218
2019-03-18,224.199997,235.199997,223.300003,234.899994,222.106461,15889169
2019-03-19,235.300003,242.399994,235.300003,236.899994,223.997528,13677607
2019-03-20,236.000000,238.500000,233.500000,233.500000,220.782715,12703247
2019-03-21,233.500000,237.199997,231.699997,236.600006,223.713882,7116626
2019-03-22,237.399994,238.800003,234.699997,236.800003,223.902985,5945298
2019-03-25,235.000000,236.399994,232.899994,234.800003,222.011917,5290097
2019-03-26,234.600006,237.899994,233.899994,235.300003,222.484680,5660809
2019-03-27,236.699997,239.000000,235.600006,238.100006,225.132172,5768791
2019-03-28,237.000000,239.300003,232.600006,232.600006,219.931732,8948986
2019-03-29,234.800003,236.399994,232.600006,235.699997,222.862885,9486261
2019-04-01,234.699997,237.300003,233.500000,234.699997,221.917358,6743231
2019-04-02,234.899994,236.399994,230.000000,234.899994,222.106461,11055651
2019-04-03,236.699997,240.600006,236.600006,240.600006,227.496033,11446442
2019-04-04,240.199997,241.000000,238.100006,239.699997,226.645035,7756355
2019-04-05,240.199997,240.199997,235.600006,238.800003,225.794052,4952416
2019-04-08,237.500000,239.600006,235.699997,236.399994,223.524765,6693066
2019-04-09,236.399994,236.399994,233.899994,234.000000,221.255478,4997146
2019-04-10,233.899994,234.500000,230.899994,234.000000,221.255478,9777236
2019-04-11,233.899994,236.000000,233.399994,235.199997,222.390121,9526734
